X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood,TotalCityCallsForYear,TotalPrecinctCallsForYear,TotalNeighborhoodCallsForYear,CenterGBSID,CenterLatitude,CenterLongitude,CenterX,CenterY,DateAdded,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ea_bachelors,ea_doctorate,ea_hsdiplomma,ea_masters,ea_profschool,foodstamp_no,foodstamp_yes,med_hh_income,total_asian,total_black,total_ea,total_employed,total_female,total_foodstamp,total_islander,total_labor_force,total_male,total_native,total_otherrace,total_pop,total_race,total_twoormore,total_unemployed,total_white,perc_unemployed,perc_ba_plus,perc_foodstamp,perc_female,perc_male,herfendahl,FID,BDNUM,Shape_STAr,Shape_STLe,SHAPE_Leng,SHAPE_Area,id
-93.2517999402064,44.9555371071775,43604057,08-242264,2008/08/06 21:09:22+00,Chase on Foot ,No,WEAP,No,1,A,1,Taser,Both,Black,Male,29,Fled on Foot,03,East Phillips,322402,84018,7167,16445,44.955537,-93.2518,-10380742.8849,5614524.4276,2023/01/02 08:19:26+00,1583,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2499250412241,44.9528512767557,43604060,08-258567,2008/08/19 22:25:25+00,Unknown Trouble ,Yes,DASLT5,,1,A,1,Chemical Irritant,Personal Mace,Native American,Female,24,Commission of Crime,03,East Phillips,322402,84018,7167,15520,44.952851,-93.249925,-10380534.1721,5614101.9362,2023/01/02 08:19:26+00,1586,27,053,125900,3,270531259003,Block Group 3,G5030,S,329039,0,+44.9536881,-093.2471833,301,0,227,134,12,461,141,74934,43,134,1282,1132,1048,602,0,1155,1145,45,1112,2193,2193,101,23,758,0.019913419913419914,0.3486739469578783,0.23421926910299004,0.4778841769265846,0.5221158230734154,0.38112769790044143,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,4603
-93.274119679385,44.9463307496201,43604062,08-165327,2008/06/05 11:48:49+00,Attempt Pick-Up ,No,WT,No,1,A,1,Taser,Firing Darts,White,Female,38,Unspecified,03,Central,322402,84018,10923,11918,44.946331,-93.27412,-10383227.5069,5613076.3146,2023/01/02 08:19:26+00,1588,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2612622669966,44.9368543117796,43604105,08-311605,2008/10/08 14:34:16+00,Unknown Trouble ,Yes,DASTR,Yes,2,A,1,Bodily Force,Kicks,Black,Male,42,Fled on Foot,03,Powderhorn Park,322402,84018,7006,12077,44.936854,-93.261262,-10381796.2263,5611585.9619,2023/01/02 08:19:26+00,1631,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
-93.2683947825547,44.9483518292533,43604107,08-322050,2008/10/17 22:43:28+00,Traffic Law Enforcement ,No,FLEE,Yes,1,A,1,Bodily Force,Body Weight to Pin,Black,Female,42,Fled in Vehicle,03,Central,322402,84018,10923,21863,44.948352,-93.268395,-10382590.2143,5613394.2002,2023/01/02 08:19:26+00,1633,27,053,008400,2,270530084002,Block Group 2,G5030,S,233040,0,+44.9448636,-093.2683572,194,18,47,40,15,289,55,60227,41,465,694,614,655,344,0,659,428,0,0,1083,1083,97,45,480,0.06828528072837632,0.38472622478386165,0.15988372093023256,0.6048014773776547,0.39519852262234534,0.3822237227904771,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,292
-93.2485941871307,44.9582373883947,43604134,08-226495,2008/07/25 02:02:11+00,Person with a Gun ,No,CHLDAB,Yes,1,A,1,Bodily Force,Push Away,Native American,Male,24,Commission of Crime,03,East Phillips,322402,84018,7167,18172,44.958237,-93.248594,-10380386.0221,5614949.2121,2023/01/02 08:19:26+00,1660,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2556822585401,44.9483635224657,43604146,08-226387,2008/07/25 00:07:11+00,Property Damage Accident ,Yes,DWI,No,1,A,2,Bodily Force,Kicks,White,Female,16,Fled on Foot,03,Powderhorn Park,322402,84018,7006,20182,44.948364,-93.255682,-10381175.0626,5613396.0394,2023/01/02 08:19:26+00,1672,27,053,125800,3,270531258003,Block Group 3,G5030,S,239780,0,+44.9510533,-093.2550093,149,0,143,29,0,277,96,45457,12,381,653,592,620,373,0,592,565,10,465,1185,1185,0,0,317,0,0.2725880551301684,0.257372654155496,0.5232067510548524,0.4767932489451477,0.3290918478164112,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,284
-93.2448519637606,44.9572172973742,43604149,08-261162,2008/08/22 00:35:37+00,Burglary Dwlng In Progress ,Yes,DAMPRP,No,1,A,1,Bodily Force,Kicks,Native American,Male,21,Commission of Crime,03,East Phillips,322402,84018,7167,21424,44.957217,-93.244852,-10379969.4397,5614788.738,2023/01/02 08:19:26+00,1675,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2601018340924,44.9515176197647,43604157,08-230540,2008/07/28 13:12:32+00,Theft ,Yes,THEFT,No,1,A,1,Bodily Force,Push Away,Native American,Male,53,Verbal Non-Compliance,03,Midtown Phillips,322402,84018,6379,26027,44.951518,-93.260102,-10381667.047459,5613892.154227,2023/01/02 08:19:26+00,1683,27,053,125800,4,270531258004,Block Group 4,G5030,S,279997,0,+44.9515605,-093.2602647,302,20,108,30,0,417,282,48836,29,1264,1017,728,1032,699,0,875,802,0,0,1834,1834,95,147,446,0.168,0.34611602753195675,0.4034334763948498,0.5627044711014176,0.4372955288985823,0.5343906865234294,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3713
-93.2734835311284,44.948354785617,43604161,08-265242,2008/08/25 19:48:53+00,Suspicious Person ,No,DISCON,,1,A,1,Chemical Irritant,Personal Mace,White,Female,31,Commission of Crime,03,Phillips West,322402,84018,6359,19103,44.948355,-93.273484,-10383156.6912,5613394.6652,2023/01/02 08:19:26+00,1687,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2601018340924,44.9515176197647,43604170,08-230540,2008/07/28 13:12:32+00,Theft ,Yes,THEFT,No,1,A,1,Bodily Force,Body Weight to Pin,Native American,Male,53,Verbal Non-Compliance,03,Midtown Phillips,322402,84018,6379,26027,44.951518,-93.260102,-10381667.047459,5613892.154227,2023/01/02 08:19:26+00,1696,27,053,125800,4,270531258004,Block Group 4,G5030,S,279997,0,+44.9515605,-093.2602647,302,20,108,30,0,417,282,48836,29,1264,1017,728,1032,699,0,875,802,0,0,1834,1834,95,147,446,0.168,0.34611602753195675,0.4034334763948498,0.5627044711014176,0.4372955288985823,0.5343906865234294,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3713
-93.2620410793985,44.9483580496967,43604204,08-341118,2008/11/04 13:13:34+00,Unwanted Person ,Yes,DISCON,No,1,A,1,Bodily Force,Slaps,Black,Male,39,Tensed,03,Powderhorn Park,322402,84018,7006,19111,44.948358,-93.262041,-10381882.9233,5613395.1786,2023/01/02 08:19:26+00,1730,27,053,125800,4,270531258004,Block Group 4,G5030,S,279997,0,+44.9515605,-093.2602647,302,20,108,30,0,417,282,48836,29,1264,1017,728,1032,699,0,875,802,0,0,1834,1834,95,147,446,0.168,0.34611602753195675,0.4034334763948498,0.5627044711014176,0.4372955288985823,0.5343906865234294,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3713
-93.260034659872,44.9400496487183,43604219,08-209398,2008/07/10 22:13:18+00,Fight ,Yes,OBSTRU,Yes,1,A,1,Bodily Force,Body Weight to Pin,Other / Mixed Race,Male,19,Fled on Foot,03,Powderhorn Park,322402,84018,7006,11612,44.94005,-93.260035,-10381659.5697,5612088.4628,2023/01/02 08:19:26+00,1745,27,053,008500,2,270530085002,Block Group 2,G5030,S,422160,44329,+44.9429041,-093.2572053,257,63,161,168,11,758,24,49100,135,156,1066,802,711,782,0,937,601,0,118,1312,1312,110,135,793,0.144076840981857,0.46810506566604126,0.030690537084398978,0.541920731707317,0.4580792682926829,0.3981388961183819,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,296
-93.2676095786396,44.9386743312842,43604221,08-218920,2008/07/18 22:50:18+00,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,2,A,1,Bodily Force,Kicks,Black,Male,24,Commission of Crime,03,Central,322402,84018,10923,19956,44.938674,-93.26761,-10382502.8058,5611872.176,2023/01/02 08:19:26+00,1747,27,053,109400,1,270531094001,Block Group 1,G5030,S,219696,0,+44.9395633,-093.2710912,167,8,56,38,12,247,65,60435,7,214,599,468,552,312,0,537,520,46,238,1072,1072,246,69,321,0.12849162011173185,0.3756260434056761,0.20833333333333334,0.5149253731343284,0.48507462686567165,0.18068995043439517,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1527
-93.2368547721308,44.9483697562592,43604224,08-252549,2008/08/15 16:58:21+00,Transportation ,No,BOOSTR,No,1,A,1,Bodily Force,Slaps,Black,Male,29,Tensed,03,Longfellow,322402,84018,5577,21419,44.94837,-93.236855,-10379079.1964,5613397.0199,2023/01/02 08:19:26+00,1750,27,053,108800,2,270531088002,Block Group 2,G5030,S,344858,0,+44.9453403,-093.2331658,132,0,103,47,0,323,222,60625,0,720,902,541,639,545,0,570,568,8,0,1207,1207,38,29,441,0.05087719298245614,0.1984478935698448,0.4073394495412844,0.5294117647058824,0.47058823529411764,0.48937467095079873,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1580
-93.2562065360012,44.936843715066,43604308,08-335690,2008/10/30 19:36:48+00,Person with a Weapon ,Yes,ASLT4,No,1,S,1,Taser,Firing Darts,White,Male,15,Assaulted Officer,03,Powderhorn Park,322402,84018,7006,12084,44.936844,-93.256207,-10381233.4249,5611584.2955,2023/01/02 08:19:26+00,1834,27,053,009600,1,270530096001,Block Group 1,G5030,S,139410,0,+44.9383909,-093.2582885,172,0,56,49,14,305,47,51831,0,165,602,493,477,352,0,508,386,0,95,863,863,64,15,539,0.02952755905511811,0.3903654485049834,0.13352272727272727,0.5527230590961761,0.44727694090382386,0.4387548353919134,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2232
-93.2601129202013,44.950586265293,43604317,08-249096,2008/08/12 19:08:24+00,Down Outside-One ,No,ASLT4,Yes,2,A,1,Bodily Force,Push Away,Native American,Female,35,Assaulted Officer,03,Midtown Phillips,322402,84018,6379,26028,44.950586,-93.260113,-10381668.281627,5613745.656598,2023/01/02 08:19:26+00,1843,27,053,125800,4,270531258004,Block Group 4,G5030,S,279997,0,+44.9515605,-093.2602647,302,20,108,30,0,417,282,48836,29,1264,1017,728,1032,699,0,875,802,0,0,1834,1834,95,147,446,0.168,0.34611602753195675,0.4034334763948498,0.5627044711014176,0.4372955288985823,0.5343906865234294,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3713
-93.2734835311284,44.948354785617,43604333,08-265242,2008/08/25 19:48:53+00,Suspicious Person ,No,DISCON,,2,A,2,Chemical Irritant,Personal Mace,Black,Female,14,Commission of Crime,03,Phillips West,322402,84018,6359,19103,44.948355,-93.273484,-10383156.6912,5613394.6652,2023/01/02 08:19:26+00,1859,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2690192904419,44.9475064161454,43604366,08-315244,2008/10/11 18:14:10+00,Person with a Gun ,Yes,DASTR,,1,A,1,Bodily Force,Body Weight to Pin,Other / Mixed Race,Male,23,Commission of Crime,03,Central,322402,84018,10923,22015,44.947506,-93.269019,-10382659.7342,5613261.228,2023/01/02 08:19:26+00,1892,27,053,008400,2,270530084002,Block Group 2,G5030,S,233040,0,+44.9448636,-093.2683572,194,18,47,40,15,289,55,60227,41,465,694,614,655,344,0,659,428,0,0,1083,1083,97,45,480,0.06828528072837632,0.38472622478386165,0.15988372093023256,0.6048014773776547,0.39519852262234534,0.3822237227904771,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,292
-93.2389306700562,44.9456510358216,43604369,08-346003,2008/11/08 22:34:04+00,Assist EMS Personnel ,No,DASTR,Yes,2,A,1,Bodily Force,Push Away,Black,Male,47,Unspecified,03,Corcoran,322402,84018,3058,20781,44.945651,-93.238931,-10379310.2843,5612969.4083,2023/01/02 08:19:26+00,1895,27,053,108700,3,270531087003,Block Group 3,G5030,S,399558,0,+44.9444449,-093.2389379,363,8,80,108,21,570,173,69345,8,796,1247,922,977,743,0,958,897,34,0,1874,1874,344,36,692,0.037578288100208766,0.40096230954290296,0.23283983849259757,0.5213447171824973,0.4786552828175027,0.3171239531236297,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1578
-93.232419581164,44.945861324177,43604374,08-127605,2008/05/04 18:20:24+00,Burglary Dwlng In Progress ,Yes,FORCE,,1,OT,2,Bodily Force,Joint Lock,Native American,Male,40,Verbal Non-Compliance,03,Longfellow,322402,84018,5577,19892,44.945861,-93.23242,-10378585.4732,5613002.4826,2023/01/02 08:19:26+00,1900,27,053,108800,2,270531088002,Block Group 2,G5030,S,344858,0,+44.9453403,-093.2331658,132,0,103,47,0,323,222,60625,0,720,902,541,639,545,0,570,568,8,0,1207,1207,38,29,441,0.05087719298245614,0.1984478935698448,0.4073394495412844,0.5294117647058824,0.47058823529411764,0.48937467095079873,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1580
-93.249931582756,44.9438328359401,43604382,08-233835,2008/07/31 01:48:13+00,Music-Loud ,Yes,OBSTRU,No,1,A,1,Taser,Firing Darts,White,Male,23,Unspecified,03,Powderhorn Park,322402,84018,7006,11639,44.943833,-93.249932,-10380534.9003,5612683.4456,2023/01/02 08:19:26+00,1908,27,053,108600,3,270531086003,Block Group 3,G5030,S,195859,0,+44.9439571,-093.2486675,192,0,147,84,44,356,92,60921,11,362,775,714,622,448,0,781,841,0,210,1463,1463,25,67,855,0.08578745198463508,0.4129032258064516,0.20535714285714285,0.42515379357484623,0.5748462064251538,0.4234269885239414,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1577
-93.274090882092,44.944064567788,43604384,08-239828,2008/08/04 23:13:12+00,Officer Needs Help ,No,OBSTRU,No,1,A,1,Bodily Force,Punches,Black,Male,26,Fled on Foot,03,Central,322402,84018,10923,19310,44.944065,-93.274091,-10383224.3012,5612719.8914,2023/01/02 08:19:26+00,1910,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2517999402064,44.9555371071775,43604385,08-242264,2008/08/06 21:09:22+00,Chase on Foot ,No,WEAP,No,3,A,1,Bodily Force,Kicks,Black,Male,29,Fled on Foot,03,East Phillips,322402,84018,7167,16445,44.955537,-93.2518,-10380742.8849,5614524.4276,2023/01/02 08:19:26+00,1911,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2728151396412,44.9440691673433,43604388,08-251109,2008/08/14 13:27:47+00,Suspicious Person ,No,LOITER,Yes,1,A,1,Bodily Force,Punches,Black,Male,20,Tensed,03,Central,322402,84018,10923,11900,44.944069,-93.272815,-10383082.2862,5612720.6148,2023/01/02 08:19:26+00,1914,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2740693270167,44.9386465342291,43604413,08-250620,2008/08/13 23:26:20+00,Domestic Abuse-In Progress ,Yes,DASLT5,No,1,A,1,Taser,Firing Darts,Black,Male,31,Commission of Crime,03,Central,322402,84018,10923,17445,44.938647,-93.274069,-10383221.9017,5611867.8046,2023/01/02 08:19:26+00,1939,27,053,109400,1,270531094001,Block Group 1,G5030,S,219696,0,+44.9395633,-093.2710912,167,8,56,38,12,247,65,60435,7,214,599,468,552,312,0,537,520,46,238,1072,1072,246,69,321,0.12849162011173185,0.3756260434056761,0.20833333333333334,0.5149253731343284,0.48507462686567165,0.18068995043439517,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1527
-93.2676095786396,44.9386743312842,43604419,08-218920,2008/07/18 22:50:18+00,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,1,A,1,Bodily Force,Punches,Black,Male,24,Commission of Crime,03,Central,322402,84018,10923,19956,44.938674,-93.26761,-10382502.8058,5611872.176,2023/01/02 08:19:26+00,1945,27,053,109400,1,270531094001,Block Group 1,G5030,S,219696,0,+44.9395633,-093.2710912,167,8,56,38,12,247,65,60435,7,214,599,468,552,312,0,537,520,46,238,1072,1072,246,69,321,0.12849162011173185,0.3756260434056761,0.20833333333333334,0.5149253731343284,0.48507462686567165,0.18068995043439517,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1527
-93.274090882092,44.944064567788,43604423,08-239828,2008/08/04 23:13:12+00,Officer Needs Help ,No,OBSTRU,No,2,A,1,Bodily Force,Body Weight to Pin,Black,Male,26,Fled on Foot,03,Central,322402,84018,10923,19310,44.944065,-93.274091,-10383224.3012,5612719.8914,2023/01/02 08:19:26+00,1949,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2620410793985,44.9483580496967,43604466,08-341118,2008/11/04 13:13:34+00,Unwanted Person ,Yes,DISCON,No,1,A,1,Bodily Force,Knees,Black,Male,39,Tensed,03,Powderhorn Park,322402,84018,7006,19111,44.948358,-93.262041,-10381882.9233,5613395.1786,2023/01/02 08:19:26+00,1992,27,053,125800,4,270531258004,Block Group 4,G5030,S,279997,0,+44.9515605,-093.2602647,302,20,108,30,0,417,282,48836,29,1264,1017,728,1032,699,0,875,802,0,0,1834,1834,95,147,446,0.168,0.34611602753195675,0.4034334763948498,0.5627044711014176,0.4372955288985823,0.5343906865234294,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3713
-93.2734835311284,44.948354785617,43604472,08-324250,2008/10/20 01:32:44+00,Suspicious Person ,No,TRSPAS,,1,A,1,Chemical Irritant,Personal Mace,Other / Mixed Race,Male,32,Verbal Non-Compliance,03,Phillips West,322402,84018,6359,19103,44.948355,-93.273484,-10383156.6912,5613394.6652,2023/01/02 08:19:26+00,1998,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2445800473173,44.9565026162336,43604478,08-122072,2008/04/30 01:06:30+00,Domestic Abuse-In Progress ,Yes,OBSTRU,No,2,A,1,Bodily Force,Joint Lock,Native American,Female,18,Commission of Crime,03,East Phillips,322402,84018,7167,25478,44.956503,-93.24458,-10379939.1701,5614676.3107,2023/01/02 08:19:26+00,2004,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2575139521505,44.9564381054219,43604479,08-125523,2008/05/02 22:02:44+00,Attempt Pick-Up ,No,FORCE,No,1,OT,1,Bodily Force,Push Away,Native American,Male,20,Tensed,03,Midtown Phillips,322402,84018,6379,16526,44.956438,-93.257514,-10381378.9658,5614666.1625,2023/01/02 08:19:26+00,2005,27,053,125800,1,270531258001,Block Group 1,G5030,S,200473,0,+44.9567945,-093.2597617,191,0,153,73,20,294,59,66475,12,464,780,619,749,353,0,721,651,0,178,1400,1400,310,102,436,0.14147018030513175,0.3641025641025641,0.1671388101983003,0.535,0.465,0.2230714285714286,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1568
-93.2543441424659,44.9555383544161,43604485,08-164109,2008/06/04 13:33:15+00,Burglary Dwlng In Progress ,Yes,TRSPAS,No,1,A,3,Taser,Firing Darts,Black,Male,38,Tensed,03,Midtown Phillips,322402,84018,6379,16863,44.955538,-93.254344,-10381026.1042,5614524.6238,2023/01/02 08:19:26+00,2011,27,053,125800,2,270531258002,Block Group 2,G5030,S,239569,0,+44.9564408,-093.2549344,179,0,94,87,0,196,53,58950,113,225,519,425,443,249,0,433,328,40,61,771,771,27,8,305,0.018475750577367205,0.51252408477842,0.21285140562248997,0.5745784695201037,0.4254215304798962,0.27208755789052236,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,283
-93.2517999402064,44.9555371071775,43604490,08-242264,2008/08/06 21:09:22+00,Chase on Foot ,No,WEAP,No,2,A,1,Chemical Irritant,Personal Mace,Black,Male,29,Fled on Foot,03,East Phillips,322402,84018,7167,16445,44.955537,-93.2518,-10380742.8849,5614524.4276,2023/01/02 08:19:26+00,2016,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2448519637606,44.9572172973742,43604515,08-218942,2008/07/18 23:00:15+00,Suspicious Vehicle ,No,OBSTRU,Yes,1,A,2,Bodily Force,Push Away,Black,Male,36,Commission of Crime,03,East Phillips,322402,84018,7167,21424,44.957217,-93.244852,-10379969.4397,5614788.738,2023/01/02 08:19:26+00,2041,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2676095786396,44.9386743312842,43604524,08-218920,2008/07/18 22:50:18+00,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,1,A,1,Bodily Force,Kicks,Black,Male,24,Commission of Crime,03,Central,322402,84018,10923,19956,44.938674,-93.26761,-10382502.8058,5611872.176,2023/01/02 08:19:26+00,2050,27,053,109400,1,270531094001,Block Group 1,G5030,S,219696,0,+44.9395633,-093.2710912,167,8,56,38,12,247,65,60435,7,214,599,468,552,312,0,537,520,46,238,1072,1072,246,69,321,0.12849162011173185,0.3756260434056761,0.20833333333333334,0.5149253731343284,0.48507462686567165,0.18068995043439517,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1527
-93.2331844373396,44.9477907824099,43604535,08-276842,2008/09/06 02:19:53+00,Suspicious Person ,No,DISCON,Yes,1,A,1,Bodily Force,Punches,Other / Mixed Race,Male,21,Commission of Crime,03,Longfellow,322402,84018,5577,11261,44.947791,-93.233184,-10378670.6166,5613305.9548,2023/01/02 08:19:26+00,2061,27,053,108800,2,270531088002,Block Group 2,G5030,S,344858,0,+44.9453403,-093.2331658,132,0,103,47,0,323,222,60625,0,720,902,541,639,545,0,570,568,8,0,1207,1207,38,29,441,0.05087719298245614,0.1984478935698448,0.4073394495412844,0.5294117647058824,0.47058823529411764,0.48937467095079873,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1580
-93.2517999402064,44.9555371071775,43604537,08-242264,2008/08/06 21:09:22+00,Chase on Foot ,No,WEAP,No,1,A,1,Bodily Force,Kicks,Black,Male,29,Fled on Foot,03,East Phillips,322402,84018,7167,16445,44.955537,-93.2518,-10380742.8849,5614524.4276,2023/01/02 08:19:26+00,2063,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
